,Serial,Type,Date (YMD),Deaths,Injured,Missing,Directly Affected,Indirectly Affected,Relocated,Evacuated,Losses (USD),Losses (Local)
603,67,RAINS,2011/10/7,0,0,0,0,0,0,0,0.0,0.0
604,66,INCENDIE,2008/10/4,0,0,0,0,0,0,0,0.0,0.0
605,65,FLOOD,2007/5/10,0,0,0,0,0,0,0,0.0,0.0
606,64,LANDSLIDE,2001/10/30,0,0,0,0,0,0,0,0.0,0.0
607,63,INCENDIE,2011/10/30,0,0,0,0,0,0,0,0.0,0.0
608,62,RAINS,2008/1/6,0,0,0,0,0,0,0,0.0,6500.0
609,61,LANDSLIDE,1987/12/0,0,0,0,0,0,0,0,0.0,0.0
610,60,LANDSLIDE,2004/12/0,0,0,0,0,1,0,0,0.0,0.0
611,59,TEMPÊTE,2008/11/15,0,0,0,0,0,0,0,0.0,0.0
612,58,LANDSLIDE,2006/2/16,0,0,0,0,0,0,0,0.0,0.0
613,57,FLOOD,2004/4/1,0,0,0,0,0,0,0,0.0,0.0
614,56,OTHER,2007/1/5,0,0,0,0,0,0,0,0.0,0.0
615,55,RAINS,2009/1/4,0,0,0,0,0,0,0,0.0,0.0
616,54,LANDSLIDE,2008/12/9,0,0,0,0,0,0,0,0.0,0.0
617,53,LANDSLIDE,1991/1/0,0,0,0,0,0,0,0,0.0,0.0
618,52,LANDSLIDE,1997/8/0,0,0,0,0,1,0,0,0.0,0.0
619,51,TEMPÊTE,2008/9/12,0,0,0,0,0,0,0,0.0,47491.0
620,50,LANDSLIDE,2009/12/9,0,0,0,0,0,0,0,0.0,0.0
621,49,TEMPÊTE,2006/6/16,0,0,0,0,0,0,0,0.0,0.0
622,47,RAINS,2004/12/0,0,0,0,0,0,0,0,0.0,12400.0
623,46,FLOOD,2007/5/10,0,0,0,0,0,0,0,0.0,0.0
624,45,FLOOD,2013/6/21,0,0,0,0,0,0,0,0.0,0.0
625,44,LANDSLIDE,2010/7/10,0,0,0,0,0,0,0,0.0,0.0
626,43,LANDSLIDE,2006/11/14,0,0,0,0,0,0,0,0.0,60000.0
